CRM_Transaction_IDs,Transaction_Amount,Addon_Value,Date,Wallet_Operator,Size,Quatity,Total_Kgs,Device_ID,UID-Connected,isNFT,isBetterCooking,Repossesed_Device_IDs,isClaimed
MP230411.1226.H15088;130,00;130,00;4/11/23;Airtel;30;1;30;310033173;820092051;No;No;820092051;No
MP230411.1228.G56203;130,00;130,00;4/11/23;Airtel;30;1;30;310018331;820092388;Yes;No;820092388;Yes
MP230411.1230.G56315;130,00;130,00;4/11/23;Airtel;30;1;30;;820046886;Yes;No;;Yes
MP230411.1237.N57465;130,00;130,00;4/11/23;Airtel;30;1;30;;820046759;Yes;No;;Yes
MP230411.1237.N57447;130,00;130,00;4/11/23;Airtel;30;1;30;310000749;820092429;Yes;No;820092428;Yes
MP230411.1241.L58422;105,00;105,00;4/11/23;Airtel;50;1;50;310056738;;No;Yes;310056738;No
MP230411.1243.M58737;130,00;130,00;4/11/23;Airtel;30;1;30;;820050672;Yes;No;;Yes
MP230411.1245.J59154;130,00;130,00;4/11/23;Airtel;30;1;30;;820050415;Yes;No;;Yes
MP230411.1246.G57537;130,00;130,00;4/11/23;Airtel;30;1;30;310034102;820091496;Yes;No;13669380;Yes
MP230411.1248.J59375;130,00;130,00;4/11/23;Airtel;30;1;30;;;No;No;820050617;No
MP230411.1250.H16880;130,00;130,00;4/11/23;Airtel;30;1;30;;;No;No;820050693;No
MP230411.1250.H16848;130,00;130,00;4/11/23;Airtel;30;1;30;310034102;820091496;Yes;No;13669380;Yes
MP230411.1254.M59338;130,00;130,00;4/11/23;Airtel;30;1;30;310033300;820091347;No;No;820091347;No
MP230411.1302.L60058;130,00;130,00;4/11/23;Airtel;30;1;30;202200022;820091700;No;No;820091700;No
MP230411.1303.J60374;130,00;130,00;4/11/23;Airtel;30;1;30;310053031;;No;Yes;310053031;No
MP230411.1305.G58892;130,00;260,00;4/11/23;Airtel;30;2;60;202200387;820091512;Yes;No;820091512;Yes
MP230411.1315.M60641;130,00;130,00;4/11/23;Airtel;30;1;30;310057134;;No;Yes;310057134;No
MP230411.1331.J62464;130,00;130,00;4/11/23;Airtel;30;1;30;0;820091671;No;No;820091671;No
3989855152;130,00;130,00;4/11/23;MTN;30;1;30;310056340;;No;Yes;310056340;No
3989855537;130,00;130,00;4/11/23;MTN;30;1;30;310053913;;No;Yes;310053913;No
3989894048;130,00;130,00;4/11/23;MTN;30;1;30;310056669;;No;Yes;310056669;No
MP230411.1351.J63852;130,00;130,00;4/11/23;Airtel;30;1;30;310057253;;No;Yes;310057253;No
MP230411.1402.I64289;130,00;130,00;4/11/23;Airtel;30;1;30;202200240;820091839;Yes;No;820091839;Yes
MP230411.1412.I65046;130,00;130,00;4/11/23;Airtel;30;1;30;310050216;;No;Yes;310050216;No
MP230411.1413.L65066;130,00;130,00;4/11/23;Airtel;30;1;30;202200309;820091721;Yes;No;820091026;No
MP230411.1415.J65755;130,00;130,00;4/11/23;Airtel;30;1;30;310055987;;No;Yes;310055987;No
MP230411.1416.L65330;130,00;130,00;4/11/23;Airtel;30;1;30;0;820091996;No;No;820091996;No
MP230411.1420.H22645;130,00;130,00;4/11/23;Airtel;30;1;30;310051772;;No;Yes;310051772;No
MP230411.1432.G65223;130,00;130,00;4/11/23;Airtel;30;1;30;310057252;;No;Yes;310057252;No
3990060260;130,00;130,00;4/11/23;MTN;30;1;30;310052429;;No;Yes;310052429;No
MP230411.1438.K72229;130,00;130,00;4/11/23;Airtel;30;1;30;310055911;;No;Yes;310055911;No
3990093061;130,00;130,00;4/11/23;MTN;30;1;30;310053693;;No;Yes;310053693;No
MP230411.1449.L67872;130,00;130,00;4/11/23;Airtel;30;1;30;310051099;;No;Yes;310051099;No
MP230411.1450.J68229;130,00;130,00;4/11/23;Airtel;30;1;30;310057154;;No;Yes;310057154;No
3990132080;130,00;130,00;4/11/23;MTN;30;1;30;310055978;;No;Yes;310055978;No
MP230411.1456.I68001;130,00;130,00;4/11/23;Airtel;30;1;30;310056750;;No;Yes;310056750;No
MP230411.1511.G67626;130,00;130,00;4/11/23;Airtel;30;1;30;310032946;820091665;No;No;820091665;No
3990183977;130,00;130,00;4/11/23;MTN;30;1;30;310057282;;No;Yes;310057282;No
MP230411.1512.H26361;130,00;130,00;4/11/23;Airtel;30;1;30;310052430;;No;Yes;310052430;No
MP230411.1516.N68838;130,00;130,00;4/11/23;Airtel;30;1;30;0;820091642;No;No;820091760;No
MP230411.1522.M69061;130,00;130,00;4/11/23;Airtel;30;1;30;310051850;;No;Yes;310051850;No
MP230411.1523.N69340;130,00;130,00;4/11/23;Airtel;30;1;30;202200099;820091766;Yes;No;820091288;Yes
MP230411.1529.I70524;130,00;130,00;4/11/23;Airtel;30;1;30;310051796;;No;Yes;310051796;No
MP230411.1545.G69994;130,00;130,00;4/11/23;Airtel;30;1;30;310056668;;No;Yes;310056668;No
3990299899;130,00;130,00;4/11/23;MTN;30;1;30;310051927;;No;Yes;310051927;No
MP230411.1559.I72524;130,00;130,00;4/11/23;Airtel;30;1;30;310055988;;No;Yes;310055988;No
MP230411.1600.G71163;130,00;130,00;4/11/23;Airtel;30;1;30;310053526;;No;Yes;310053526;No
MP230411.1600.G71184;130,00;130,00;4/11/23;Airtel;30;1;30;310028849;820091738;Yes;No;820091738;Yes
3990368653;130,00;130,00;4/11/23;MTN;30;1;30;310051047;;No;Yes;310051047;No
MP230411.1609.N72724;130,00;130,00;4/11/23;Airtel;30;1;30;310007918;820091505;Yes;No;820091505;Yes
3990376868;130,00;130,00;4/11/23;MTN;30;1;30;310055990;;No;Yes;310055990;No
MP230411.1614.N73141;130,00;130,00;4/11/23;Airtel;30;1;30;310007728;820091963;Yes;No;820091963;Yes
MP230411.1622.G72929;130,00;130,00;4/11/23;Airtel;30;1;30;;820050633;Yes;No;;Yes
3990419404;130,00;130,00;4/11/23;MTN;30;1;30;310053543;;No;Yes;310053543;No
MP230411.1623.K80146;130,00;130,00;4/11/23;Airtel;30;1;30;;;No;No;820091732;Yes
MP230411.1624.N73963;130,00;130,00;4/11/23;Airtel;30;1;30;310022888;820092038;Yes;No;820092038;Yes
MP230411.1625.L74749;130,00;130,00;4/11/23;Airtel;30;1;30;;820047336;No;No;;No
MP230411.1625.K80194;130,00;130,00;4/11/23;Airtel;30;1;30;310051332;;No;Yes;310051332;No
MP230411.1626.M73587;130,00;130,00;4/11/23;Airtel;30;1;30;310007815;820091789;Yes;No;820091789;Yes
MP230411.1634.M74205;130,00;130,00;4/11/23;Airtel;30;1;30;0;820092402;No;No;820091826;No
MP230411.1634.H32330;130,00;260,00;4/11/23;Airtel;30;2;60;310005392;820091895;Yes;No;820091895;Yes
MP230411.1636.M74333;130,00;130,00;4/11/23;Airtel;30;1;30;310001275;820092148;No;No;820092148;No
MP230411.1637.M74408;130,00;130,00;4/11/23;Airtel;30;1;30;310000538;820091892;Yes;No;820091892;Yes
MP230411.1638.G73902;130,00;130,00;4/11/23;Airtel;30;1;30;202200128;820091781;Yes;No;820091781;Yes
MP230411.1639.G74024;130,00;130,00;4/11/23;Airtel;30;1;30;646000117;820091439;Yes;No;820092217;Yes
MP230411.1640.M74760;130,00;130,00;4/11/23;Airtel;30;1;30;310053694;;No;Yes;310053694;No
MP230411.1641.H32761;130,00;130,00;4/11/23;Airtel;30;1;30;310000861;820091420;Yes;No;820091420;Yes
MP230411.1642.M74912;130,00;130,00;4/11/23;Airtel;30;1;30;310035268;820092153;Yes;No;820092153;Yes
MP230411.1643.I76725;130,00;130,00;4/11/23;Airtel;30;1;30;310025097;820091514;Yes;No;820091514;Yes
MP230411.1651.I77360;130,00;130,00;4/11/23;Airtel;30;1;30;310002498;820091985;Yes;No;820091985;Yes
MP230411.2023.J97019;130,00;130,00;4/11/23;Airtel;30;1;30;202200275;820086360;Yes;No;820086360;Yes
MP230412.0737.N15748;130,00;130,00;4/12/23;Airtel;30;1;30;310055935;;No;Yes;310055935;No
MP230412.0812.N17436;105,00;105,00;4/12/23;Airtel;50;1;50;310053054;;No;Yes;310053054;No
MP230412.0818.H75011;130,00;130,00;4/12/23;Airtel;30;1;30;310055992;;No;Yes;310055992;No
MP230412.0835.L19609;130,00;130,00;4/12/23;Airtel;30;1;30;310056755;;No;Yes;310056755;No
MP230412.0843.N18740;130,00;130,00;4/12/23;Airtel;30;1;30;;;No;No;820091350;No
MP230412.0858.N19777;130,00;130,00;4/12/23;Airtel;30;1;30;310053687;;No;Yes;310053687;No
MP230412.0903.H77578;260,00;130,00;4/12/23;Airtel;30;1;30;310050922;;No;Yes;310050922;No
MP230412.0903.H77578;260,00;130,00;4/12/23;Airtel;30;1;30;310050922;;No;Yes;310050922;No
MP230412.0904.N20073;130,00;130,00;4/12/23;Airtel;30;1;30;310008934;820091954;Yes;No;820091954;No
MP230412.0915.I25192;130,00;130,00;4/12/23;Airtel;30;1;30;310056993;;No;Yes;310056993;No
MP230412.0924.H78871;130,00;130,00;4/12/23;Airtel;30;1;30;0;820091810;No;No;820091648;No
MP230412.0928.I26007;130,00;130,00;4/12/23;Airtel;30;1;30;;;No;No;310052095;No
MP230412.0931.K30416;130,00;130,00;4/12/23;Airtel;30;1;30;310034055;820092250;No;No;820092250;No
3992308670;130,00;130,00;4/12/23;MTN;30;1;30;310050997;;No;Yes;310050997;No
MP230412.0958.G22865;130,00;130,00;4/12/23;Airtel;30;1;30;310050565;;No;Yes;310050565;No
3992381225;130,00;130,00;4/12/23;MTN;30;1;30;310052385;;No;Yes;310052385;No
MP230412.1031.G25014;130,00;130,00;4/12/23;Airtel;30;1;30;310051043;;No;Yes;310051043;No
MP230412.1036.H83522;130,00;130,00;4/12/23;Airtel;30;1;30;310022888;820092038;Yes;No;820092038;No
MP230412.1058.I31603;10,00;130,00;4/12/23;Airtel;30;1;30;310054040;;No;Yes;310054040;No
MP230412.1111.K36558;130,00;130,00;4/12/23;Airtel;30;1;30;310053901;;No;Yes;310053901;No
MP230412.1126.M31742;130,00;130,00;4/12/23;Airtel;30;1;30;310021992;820092445;Yes;No;820091392;No
MP230412.1129.M32004;130,00;130,00;4/12/23;Airtel;30;1;30;310051024;;No;Yes;310051024;No
MP230412.1132.H87447;130,00;130,00;4/12/23;Airtel;30;1;30;310050208;;No;Yes;310050208;No
MP230412.1143.L31436;130,00;130,00;4/12/23;Airtel;30;1;30;310028578;820086367;No;No;820086367;No
MP230412.1149.G29507;130,00;130,00;4/12/23;Airtel;30;1;30;310029910;820091784;Yes;No;820091784;Yes
MP230412.1155.G29823;130,00;130,00;4/12/23;Airtel;30;1;30;310025310;820091479;Yes;No;820091479;Yes
MP230412.1158.H89077;330,00;130,00;4/12/23;Airtel;30;1;30;202200234;820092214;No;No;820092214;No
MP230412.1158.H89077;330,00;130,00;4/12/23;Airtel;30;1;30;202200234;820092214;No;No;820092214;No
MP230412.1158.H89077;330,00;130,00;4/12/23;Airtel;30;1;30;202200234;820092214;No;No;820092214;No
MP230412.1204.G30411;130,00;130,00;4/12/23;Airtel;30;1;30;310002493;820086366;Yes;No;820086366;Yes
MP230412.1224.G31555;130,00;130,00;4/12/23;Airtel;30;1;30;310025398;820092384;Yes;No;820092384;No
MP230412.1225.L34263;130,00;130,00;4/12/23;Airtel;30;1;30;202200366;820092357;Yes;No;820092357;Yes
MP230412.1229.I37411;130,00;130,00;4/12/23;Airtel;30;1;30;310025085;820091440;Yes;No;820091440;No
MP230412.1232.J36425;130,00;130,00;4/12/23;Airtel;30;1;30;0;820092446;No;No;820092446;No
MP230412.1233.M36086;130,00;130,00;4/12/23;Airtel;30;1;30;310056747;;No;Yes;310056747;No
3992943882;130,00;130,00;4/12/23;MTN;30;1;30;310052130;;No;Yes;310052130;No
MP230412.1242.L35413;130,00;130,00;4/12/23;Airtel;30;1;30;310056754;;No;Yes;310056754;No
MP230412.1256.K43355;130,00;130,00;4/12/23;Airtel;30;1;30;310050478;;No;Yes;310050478;No
MP230412.1302.L36870;130,00;130,00;4/12/23;Airtel;30;1;30;310002018;820092341;Yes;No;820092341;Yes
MP230412.1304.H93429;130,00;130,00;4/12/23;Airtel;30;1;30;310029085;820092482;No;No;820092482;No
3993037999;130,00;130,00;4/12/23;MTN;30;1;30;310053737;;No;Yes;310053737;No
MP230412.1321.I41155;130,00;130,00;4/12/23;Airtel;30;1;30;310035101;820091719;Yes;No;820091719;Yes
MP230412.1340.K45799;130,00;130,00;4/12/23;Airtel;30;1;30;310022155;820092499;Yes;No;820092499;Yes
MP230412.1344.G36462;130,00;130,00;4/12/23;Airtel;30;1;30;310006023;820091808;Yes;No;820091808;Yes
MP230412.1347.K46085;130,00;130,00;4/12/23;Airtel;30;1;30;310056278;;No;Yes;310056278;No
MP230412.1349.I43070;130,00;130,00;4/12/23;Airtel;30;1;30;310056737;;No;Yes;310056737;No
MP230412.1354.N39905;130,00;130,00;4/12/23;Airtel;30;1;30;310051928;;No;Yes;310051928;No
MP230412.1356.N40031;130,00;130,00;4/12/23;Airtel;30;1;30;202200209;820091787;No;No;820091787;No
MP230412.1359.N40162;130,00;130,00;4/12/23;Airtel;30;1;30;310057384;;No;Yes;310057384;No
MP230412.1403.M42501;130,00;130,00;4/12/23;Airtel;30;1;30;0;820091818;No;No;820091818;No
MP230412.1409.N40857;130,00;130,00;4/12/23;Airtel;30;1;30;0;820091357;No;No;820091357;No
MP230412.1413.M43224;130,00;130,00;4/12/23;Airtel;30;1;30;310001521;820092005;No;No;820092005;No
MP230412.1424.K48699;130,00;130,00;4/12/23;Airtel;30;1;30;310056724;;No;Yes;310056724;No
MP230412.1432.G39263;130,00;130,00;4/12/23;Airtel;30;1;30;310051262;;No;Yes;310051262;No
MP230412.1436.H99975;130,00;130,00;4/12/23;Airtel;30;1;30;310020718;820092484;Yes;No;820092484;Yes
MP230412.1452.I47276;130,00;130,00;4/12/23;Airtel;30;1;30;310033861;820091718;Yes;No;820091718;Yes
MP230412.1456.J45451;130,00;130,00;4/12/23;Airtel;30;1;30;310001432;820092439;Yes;No;820092439;Yes
MP230412.1507.N44543;130,00;130,00;4/12/23;Airtel;30;1;30;310057285;;No;Yes;310057285;No
MP230412.1512.J46560;130,00;130,00;4/12/23;Airtel;30;1;30;310032432;820091660;Yes;No;820091660;Yes
MP230412.1513.J46637;130,00;130,00;4/12/23;Airtel;30;1;30;310021170;820091524;Yes;No;820091524;Yes
MP230412.1517.I48765;130,00;130,00;4/12/23;Airtel;30;1;30;310033305;820091879;No;No;820091879;No
MP230412.1524.G42771;130,00;130,00;4/12/23;Airtel;30;1;30;0;820086376;No;No;820086376;No
MP230412.1530.I49746;130,00;130,00;4/12/23;Airtel;30;1;30;0;820091856;No;No;820091856;No
MP230412.1530.N46369;130,00;130,00;4/12/23;Airtel;30;1;30;310053043;;No;Yes;310053043;No
MP230412.1536.L47372;390,00;390,00;4/12/23;Airtel;30;3;90;310022931;820091949;Yes;No;820091949;No
MP230412.1609.H06569;130,00;130,00;4/12/23;Airtel;30;1;30;310056660;;No;Yes;310056660;No
MP230412.1617.M51855;130,00;130,00;4/12/23;Airtel;30;1;30;310032978;820092022;Yes;No;820092022;Yes
MP230412.1621.M52196;130,00;130,00;4/12/23;Airtel;30;1;30;310033954;820091678;Yes;No;820091779;Yes
MP230412.1624.J51051;130,00;130,00;4/12/23;Airtel;30;1;30;310051080;;No;Yes;310051080;No
MP230412.1628.M52705;130,00;130,00;4/12/23;Airtel;30;1;30;310053562;;No;Yes;310053562;No
MP230412.1718.J55068;130,00;130,00;4/12/23;Airtel;30;1;30;310054237;;No;Yes;310054237;No
MP230412.1719.N53743;130,00;130,00;4/12/23;Airtel;30;1;30;0;820091353;No;No;820091353;No
MP230412.1720.K60288;130,00;130,00;4/12/23;Airtel;30;1;30;310000567;820086373;No;No;820086373;No
MP230412.1723.N54115;130,00;130,00;4/12/23;Airtel;30;1;30;;;No;No;820091463;No
MP230412.1723.J55479;130,00;130,00;4/12/23;Airtel;30;1;30;202200276;820091822;Yes;No;820091822;Yes
;;;;;;0;0;;;No;No;;
MP230413.0724.M94171;130,00;130,00;4/13/23;Airtel;30;1;30;;820047305;Yes;No;;No
3995231961;130,00;130,00;4/13/23;MTN;30;1;30;310056721;;No;Yes;310056721;No
MP230413.0823.J94890;130,00;130,00;4/13/23;Airtel;30;1;30;310057507;;No;Yes;310057507;No
MP230413.0844.G93030;130,00;130,00;4/13/23;Airtel;30;1;30;310054633;;No;Yes;310054633;No
MP230413.0845.L95052;130,00;130,00;4/13/23;Airtel;30;1;30;310029372;820092007;Yes;No;820092007;Yes
MP230413.0848.N96516;130,00;130,00;4/13/23;Airtel;30;1;30;310030298;820091897;No;No;820091897;No
MP230413.0851.I98149;130,00;130,00;4/13/23;Airtel;30;1;30;310052616;;No;Yes;310052616;No
MP230413.0909.H54695;105,00;105,00;4/13/23;Airtel;50;1;50;;820050511;Yes;No;;No
MP230413.0918.L97284;130,00;130,00;4/13/23;Airtel;30;1;30;310055357;;No;Yes;310055357;No
3995482558;130,00;130,00;4/13/23;MTN;30;1;30;310052093;;No;Yes;310052093;No
MP230413.0955.M01954;130,00;130,00;4/13/23;Airtel;30;1;30;310056888;;No;Yes;310056888;No
MP230413.1001.J00991;130,00;130,00;4/13/23;Airtel;30;1;30;202200261;820091664;No;No;820091664;No
MP230413.1003.M02335;130,00;130,00;4/13/23;Airtel;30;1;30;310033968;820092237;No;No;820092237;No
MP230413.1005.N00951;130,00;130,00;4/13/23;Airtel;30;1;30;;820050649;Yes;No;;Yes
MP230413.1007.K05466;130,00;130,00;4/13/23;Airtel;30;1;30;310034070;820091313;No;No;820091313;No
MP230413.1009.L00426;130,00;130,00;4/13/23;Airtel;30;1;30;310022421;820092442;Yes;No;820092442;No
MP230413.1014.M03049;130,00;130,00;4/13/23;Airtel;30;1;30;310051339;;No;Yes;310051339;No
MP230413.1016.M03138;130,00;130,00;4/13/23;Airtel;30;1;30;310055991;;No;Yes;310055991;No
MP230413.1018.L01054;130,00;130,00;4/13/23;Airtel;30;1;30;310000745;820091685;Yes;No;820091685;No
MP230413.1019.K06190;135,00;130,00;4/13/23;Airtel;30;1;30;310033146;820092234;Yes;No;820092234;Yes
MP230413.1031.I04638;130,00;130,00;4/13/23;Airtel;30;1;30;310056279;;No;Yes;310056279;No
MP230413.1032.I04745;130,00;130,00;4/13/23;Airtel;30;1;30;310022811;820086378;Yes;No;820086378;No
MP230413.1034.M04360;130,00;130,00;4/13/23;Airtel;30;1;30;310050906;;No;Yes;310050906;No
MP230413.1035.M04473;130,00;130,00;4/13/23;Airtel;30;1;30;;;No;No;820092315;No
MP230413.1037.L02304;130,00;130,00;4/13/23;Airtel;30;1;30;310034833;820091712;Yes;No;820091712;Yes
MP230413.1038.I05105;130,00;130,00;4/13/23;Airtel;30;1;30;310053053;;No;Yes;310053053;No
MP230413.1045.I05612;130,00;130,00;4/13/23;Airtel;30;1;30;310050509;;No;Yes;310050509;No
MP230413.1046.M05077;70,00;70,00;4/13/23;Airtel;20;1;20;310053915;;No;Yes;310053915;No
MP230413.1053.M05536;135,00;130,00;4/13/23;Airtel;30;1;30;310051104;;No;Yes;310051104;No
MP230413.1103.M06272;70,00;70,00;4/13/23;Airtel;20;1;20;310001854;820091437;Yes;No;820091891;Yes
MP230413.1105.L03871;130,00;130,00;4/13/23;Airtel;30;1;30;310053704;;No;Yes;310053704;No
MP230413.1108.K09602;130,00;130,00;4/13/23;Airtel;30;1;30;310001538;820091978;Yes;No;820091978;Yes
3995823612;70,00;70,00;4/13/23;MTN;20;1;20;310055359;;No;Yes;310055359;No
MP230413.1115.N05320;130,00;130,00;4/13/23;Airtel;30;1;30;310050605;;No;Yes;310050605;No
MP230413.1121.M07481;130,00;130,00;4/13/23;Airtel;30;1;30;310051007;;No;Yes;310051007;No
MP230413.1129.L05053;130,00;130,00;4/13/23;Airtel;30;1;30;310051094;;No;Yes;310051094;No
MP230413.1149.M09387;130,00;130,00;4/13/23;Airtel;30;1;30;310051302;;No;Yes;310051302;No
MP230413.1203.I11035;130,00;130,00;4/13/23;Airtel;30;1;30;310032599;820091997;No;No;820091997;No
MP230413.1207.L07686;130,00;130,00;4/13/23;Airtel;30;1;30;310051269;;No;Yes;310051269;No
MP230413.1212.N09069;130,00;130,00;4/13/23;Airtel;30;1;30;310050496;;No;Yes;310050496;No
MP230413.1233.N10386;130,00;130,00;4/13/23;Airtel;30;1;30;310050942;;No;Yes;310050942;No
MP230413.1238.G08000;130,00;130,00;4/13/23;Airtel;30;1;30;310051701;;No;Yes;310051701;No
MP230413.1243.J11762;130,00;130,00;4/13/23;Airtel;30;1;30;310025495;820091622;No;No;820091622;No
MP230413.1245.M13210;130,00;130,00;4/13/23;Airtel;30;1;30;310003059;820092308;Yes;No;820092308;Yes
MP230413.1246.G08506;130,00;130,00;4/13/23;Airtel;30;1;30;310030694;820091421;Yes;No;820091421;Yes
MP230413.1248.L10387;130,00;130,00;4/13/23;Airtel;30;1;30;310033886;820092053;Yes;No;820092053;Yes
MP230413.1259.M14142;130,00;130,00;4/13/23;Airtel;30;1;30;310051037;;No;Yes;310051037;No
MP230413.1303.K17271;130,00;130,00;4/13/23;Airtel;30;1;30;310034501;820091659;No;No;820091659;No
MP230413.1310.L11838;130,00;130,00;4/13/23;Airtel;30;1;30;310051101;;No;Yes;310051101;No
MP230413.1314.K17950;130,00;130,00;4/13/23;Airtel;30;1;30;310002399;820091894;Yes;No;820091894;Yes
MP230413.1316.L12238;130,00;130,00;4/13/23;Airtel;30;1;30;310053133;;No;Yes;310053133;No
MP230413.1319.L12472;130,00;130,00;4/13/23;Airtel;30;1;30;310054037;;No;Yes;310054037;No
MP230413.1402.H73327;130,00;130,00;4/13/23;Airtel;30;1;30;310055977;;No;Yes;310055977;No
MP230413.1410.G14382;130,00;130,00;4/13/23;Airtel;30;1;30;310056016;;No;Yes;310056016;No
MP230413.1413.M19064;130,00;130,00;4/13/23;Airtel;30;1;30;310050976;;No;Yes;310050976;No
MP230413.1413.K21646;130,00;130,00;4/13/23;Airtel;30;1;30;310057284;;No;Yes;310057284;No
MP230413.1421.N17427;130,00;130,00;4/13/23;Airtel;30;1;30;310050476;;No;Yes;310050476;No
MP230413.1427.M19867;130,00;130,00;4/13/23;Airtel;30;1;30;310053738;;No;Yes;310053738;No
MP230413.1440.K23648;130,00;130,00;4/13/23;Airtel;30;1;30;310051022;;No;Yes;310051022;No
MP230413.1451.N19324;130,00;130,00;4/13/23;Airtel;30;1;30;2202200180;820050444;No;No;820091385;No
MP230413.1453.I22848;130,00;130,00;4/13/23;Airtel;30;1;30;310050490;;No;Yes;310050490;No
MP230413.1455.N19593;130,00;130,00;4/13/23;Airtel;30;1;30;310057159;;No;Yes;310057159;No
3996629278;150,00;150,00;4/13/23;MTN;50;1;50;310055973;;No;Yes;310055973;No
MP230413.1500.K25128;130,00;130,00;4/13/23;Airtel;30;1;30;310053557;;No;Yes;310053557;No
MP230413.1502.K25239;130,00;130,00;4/13/23;Airtel;30;1;30;310050564;;No;Yes;310050564;No
MP230413.1509.H77358;130,00;130,00;4/13/23;Airtel;30;1;30;310053112;;No;Yes;310053112;No
MP230413.1510.K25802;130,00;130,00;4/13/23;Airtel;30;1;30;202200243;820091331;Yes;No;820091331;Yes
MP230413.1541.M25076;130,00;130,00;4/13/23;Airtel;30;1;30;310032989;820091903;Yes;No;820091903;No
MP230413.1544.G20885;130,00;130,00;4/13/23;Airtel;30;1;30;310050217;;No;Yes;310050217;No
MP230413.1549.L22436;130,00;130,00;4/13/23;Airtel;30;1;30;310055976;;No;Yes;310055976;No
MP230413.1555.I27531;130,00;130,00;4/13/23;Airtel;30;1;30;310056720;;No;Yes;310056720;No
MP230413.1601.M26198;130,00;130,00;4/13/23;Airtel;30;1;30;202200114;820092218;Yes;No;820092218;Yes
MP230413.1601.M26237;130,00;130,00;4/13/23;Airtel;30;1;30;310050897;;No;Yes;310050897;No
MP230413.1606.M26559;130,00;130,00;4/13/23;Airtel;30;1;30;310057279;;No;Yes;;No
MP230413.1613.G23145;130,00;130,00;4/13/23;Airtel;30;1;30;310051756;;No;Yes;310051756;No
MP230413.1622.K30825;150,00;150,00;4/13/23;Airtel;50;1;50;202200256;820092185;Yes;No;820092185;Yes
MP230413.1649.L26573;130,00;130,00;4/13/23;Airtel;30;1;30;310053691;;No;Yes;310053691;No
MP230413.1716.G27536;130,00;130,00;4/13/23;Airtel;30;1;30;310022819;820091853;No;No;820091853;No
MP230413.2008.I49632;130,00;130,00;4/13/23;Airtel;30;1;30;;;No;No;310053682;No
MP230413.2016.J46766;130,00;130,00;4/13/23;Airtel;30;1;30;310057254;;No;Yes;310057254;No
MP230413.2023.M52484;130,00;130,00;4/13/23;Airtel;30;1;30;310053899;;No;Yes;310053899;No
MP230413.2030.M53186;130,00;130,00;4/13/23;Airtel;30;1;30;310057251;;No;Yes;310057251;No
MP230413.2036.K53221;130,00;130,00;4/13/23;Airtel;30;1;30;310050221;;No;Yes;310050221;No
MP230413.2111.H08888;130,00;130,00;4/13/23;Airtel;30;1;30;310035236;820092165;Yes;No;820092165;Yes
MP230413.2113.K56482;130,00;130,00;4/13/23;Airtel;30;1;30;310050593;;No;Yes;310050593;No
MP230413.2114.M57559;130,00;130,00;4/13/23;Airtel;30;1;30;310035280;820092270;No;No;820092270;No
MP230413.2116.G51086;130,00;130,00;4/13/23;Airtel;30;1;30;310054048;;No;Yes;310054048;No
MP230414.0816.L69302;260,00;260,00;4/14/23;Airtel;30;2;60;202200004;820092368;Yes;No;820092368;Yes
MP230414.0832.M76160;130,00;130,00;4/14/23;Airtel;30;1;30;310056662;;No;Yes;310056662;No
MP230414.0835.N69646;130,00;130,00;4/14/23;Airtel;30;1;30;310055381;;No;Yes;310055381;No
MP230414.0840.I74674;130,00;130,00;4/14/23;Airtel;30;1;30;;820050706;No;No;;No
MP230414.0901.I75698;130,00;130,00;4/14/23;Airtel;30;1;30;;820050327;Yes;No;;Yes
3998741928;130,00;130,00;4/14/23;MTN;30;1;30;;;No;No;310056636;No
MP230414.0910.I76253;130,00;130,00;4/14/23;Airtel;30;1;30;310052355;;No;Yes;310052355;No
MP230414.0915.I76476;70,00;70,00;4/14/23;Airtel;20;1;20;310051006;;No;Yes;310051006;No
MP230414.0928.J74322;130,00;130,00;4/14/23;Airtel;30;1;30;310032373;820092476;Yes;No;820092476;Yes
MP230414.0957.I78722;130,00;130,00;4/14/23;Airtel;30;1;30;202200194;820091572;Yes;No;820091376;Yes
MP230414.1010.J76747;130,00;130,00;4/14/23;Airtel;30;1;30;310051812;;No;Yes;310051812;No
MP230414.1025.L76122;130,00;130,00;4/14/23;Airtel;30;1;30;310053082;;No;Yes;310053082;No
MP230414.1038.G75692;130,00;130,00;4/14/23;Airtel;30;1;30;310035250;820092477;Yes;No;820092477;Yes
MP230414.1044.I81710;130,00;130,00;4/14/23;Airtel;30;1;30;0;820092032;No;No;820092032;No
MP230414.1104.N78532;130,00;130,00;4/14/23;Airtel;30;1;30;310022721;820092066;No;No;820092066;No
MP230414.1118.L79704;130,00;130,00;4/14/23;Airtel;30;1;30;310056740;;No;Yes;310056740;No
MP230414.1120.K83526;130,00;130,00;4/14/23;Airtel;30;1;30;;;No;No;820092228;Yes
MP230414.1143.K84828;130,00;130,00;4/14/23;Airtel;30;1;30;310050236;;No;Yes;310050236;No
MP230414.1147.L81447;130,00;130,00;4/14/23;Airtel;30;1;30;310050498;;No;Yes;310050498;No
MP230414.1151.G80448;130,00;130,00;4/14/23;Airtel;30;1;30;310019810;820092325;Yes;No;820092325;Yes
MP230414.1152.K85625;130,00;130,00;4/14/23;Airtel;30;1;30;310052129;;No;Yes;310052129;No
MP230414.1159.N81903;130,00;130,00;4/14/23;Airtel;30;1;30;310052985;;No;Yes;310052985;No
